week_end,pathogen,geography,percent_visits,as_of
2024-01-06,Influenza,Rhode Island,2.9,2025-10-24
2024-01-06,Influenza,South Carolina,6.8,2025-10-24
2024-01-06,Influenza,Tennessee,6.6,2025-10-24
2024-01-06,Influenza,Texas,5.5,2025-10-24
2024-01-06,Influenza,Utah,6.0,2025-10-24
2024-01-06,Influenza,Vermont,2.1,2025-10-24
2024-01-06,Influenza,Virginia,4.7,2025-10-24
2024-01-06,Influenza,Washington,2.5,2025-10-24
2024-01-06,Influenza,West Virginia,3.8,2025-10-24
2024-01-06,Influenza,Wisconsin,3.2,2025-10-24
2024-01-06,Influenza,Wyoming,5.3,2025-10-24
2024-01-06,RSV,Alabama,0.5,2025-10-24
2024-01-06,RSV,Alaska,1.7,2025-10-24
2024-01-06,RSV,Arizona,1.0,2025-10-24
2024-01-06,RSV,Arkansas,1.5,2025-10-24
2024-01-06,RSV,California,0.9,2025-10-24
2024-01-06,RSV,Colorado,1.1,2025-10-24
2024-01-06,RSV,Connecticut,0.6,2025-10-24
2024-01-06,RSV,Delaware,0.9,2025-10-24
2024-01-06,RSV,District of Columbia,0.6,2025-10-24
2024-01-06,RSV,Florida,0.3,2025-10-24
2024-01-06,RSV,Georgia,0.3,2025-10-24
2024-01-06,RSV,Hawaii,0.6,2025-10-24
2024-01-06,RSV,Idaho,1.4,2025-10-24
2024-01-06,RSV,Illinois,1.3,2025-10-24
2024-01-06,RSV,Indiana,1.0,2025-10-24
2024-01-06,RSV,Iowa,1.8,2025-10-24
2024-01-06,RSV,Kansas,1.4,2025-10-24
2024-01-06,RSV,Kentucky,1.4,2025-10-24
2024-01-06,RSV,Louisiana,0.4,2025-10-24
2024-01-06,RSV,Maine,0.8,2025-10-24
2024-01-06,RSV,Maryland,0.8,2025-10-24
2024-01-06,RSV,Massachusetts,0.9,2025-10-24
2024-01-06,RSV,Michigan,1.2,2025-10-24
2024-01-06,RSV,Minnesota,1.6,2025-10-24
2024-01-06,RSV,Mississippi,0.3,2025-10-24
2024-01-06,RSV,Montana,0.8,2025-10-24
2024-01-06,RSV,United States,0.9,2025-10-24
2024-01-06,RSV,Nebraska,0.9,2025-10-24
2024-01-06,RSV,Nevada,1.0,2025-10-24
2024-01-06,RSV,New Hampshire,0.8,2025-10-24
2024-01-06,RSV,New Jersey,0.5,2025-10-24
2024-01-06,RSV,New Mexico,2.4,2025-10-24
2024-01-06,RSV,New York,0.7,2025-10-24
2024-01-06,RSV,North Carolina,1.0,2025-10-24
2024-01-06,RSV,North Dakota,0.7,2025-10-24
2024-01-06,RSV,Ohio,0.9,2025-10-24
2024-01-06,RSV,Oklahoma,1.3,2025-10-24
2024-01-06,RSV,Oregon,1.1,2025-10-24
2024-01-06,RSV,Pennsylvania,0.9,2025-10-24
2024-01-06,RSV,Rhode Island,0.8,2025-10-24
2024-01-06,RSV,South Carolina,0.5,2025-10-24
2024-01-06,RSV,Tennessee,0.8,2025-10-24
2024-01-06,RSV,Texas,0.7,2025-10-24
2024-01-06,RSV,Utah,1.7,2025-10-24
2024-01-06,RSV,Vermont,2.0,2025-10-24
2024-01-06,RSV,Virginia,0.6,2025-10-24
2024-01-06,RSV,Washington,1.4,2025-10-24
2024-01-06,RSV,West Virginia,3.3,2025-10-24
2024-01-06,RSV,Wisconsin,1.4,2025-10-24
2024-01-06,RSV,Wyoming,0.3,2025-10-24
2024-01-13,COVID-19,Alabama,2.7,2025-10-24
2024-01-13,COVID-19,Alaska,3.8,2025-10-24
2024-01-13,COVID-19,Arizona,2.3,2025-10-24
2024-01-13,COVID-19,Arkansas,2.3,2025-10-24
2024-01-13,COVID-19,California,2.1,2025-10-24
2024-01-13,COVID-19,Colorado,1.8,2025-10-24
2024-01-13,COVID-19,Connecticut,3.6,2025-10-24
2024-01-13,COVID-19,Delaware,3.5,2025-10-24
2024-01-13,COVID-19,District of Columbia,2.8,2025-10-24
2024-01-13,COVID-19,Florida,2.7,2025-10-24
2024-01-13,COVID-19,Georgia,1.8,2025-10-24
2024-01-13,COVID-19,Hawaii,2.6,2025-10-24
2024-01-13,COVID-19,Idaho,2.5,2025-10-24
2024-01-13,COVID-19,Illinois,3.0,2025-10-24
2024-01-13,COVID-19,Indiana,2.5,2025-10-24
2024-01-13,COVID-19,Iowa,3.3,2025-10-24
2024-01-13,COVID-19,Kansas,2.3,2025-10-24
2024-01-13,COVID-19,Kentucky,2.7,2025-10-24
2024-01-13,COVID-19,Louisiana,2.8,2025-10-24
2024-01-13,COVID-19,Maine,3.1,2025-10-24
2024-01-13,COVID-19,Maryland,3.0,2025-10-24
2024-01-13,COVID-19,Massachusetts,3.4,2025-10-24
2024-01-13,COVID-19,Michigan,3.1,2025-10-24
2024-01-13,COVID-19,Minnesota,3.2,2025-10-24
2024-01-13,COVID-19,Mississippi,2.4,2025-10-24
2024-01-13,COVID-19,Montana,2.3,2025-10-24
2024-01-13,COVID-19,United States,2.6,2025-10-24
2024-01-13,COVID-19,Nebraska,2.3,2025-10-24
2024-01-13,COVID-19,Nevada,1.6,2025-10-24
2024-01-13,COVID-19,New Hampshire,3.6,2025-10-24
2024-01-13,COVID-19,New Jersey,3.2,2025-10-24
2024-01-13,COVID-19,New Mexico,1.8,2025-10-24
2024-01-13,COVID-19,New York,2.9,2025-10-24
2024-01-13,COVID-19,North Carolina,3.2,2025-10-24
2024-01-13,COVID-19,North Dakota,1.9,2025-10-24
2024-01-13,COVID-19,Ohio,2.6,2025-10-24
2024-01-13,COVID-19,Oklahoma,1.8,2025-10-24
2024-01-13,COVID-19,Oregon,2.5,2025-10-24
2024-01-13,COVID-19,Pennsylvania,2.6,2025-10-24
2024-01-13,COVID-19,Rhode Island,3.0,2025-10-24
2024-01-13,COVID-19,South Carolina,3.0,2025-10-24
2024-01-13,COVID-19,Tennessee,2.2,2025-10-24
2024-01-13,COVID-19,Texas,2.4,2025-10-24
2024-01-13,COVID-19,Utah,2.5,2025-10-24
2024-01-13,COVID-19,Vermont,2.9,2025-10-24
2024-01-13,COVID-19,Virginia,3.3,2025-10-24
2024-01-13,COVID-19,Washington,2.7,2025-10-24
2024-01-13,COVID-19,West Virginia,3.4,2025-10-24
2024-01-13,COVID-19,Wisconsin,3.0,2025-10-24
2024-01-13,COVID-19,Wyoming,2.5,2025-10-24
2024-01-13,Influenza,Alabama,5.5,2025-10-24
2024-01-13,Influenza,Alaska,1.1,2025-10-24
2024-01-13,Influenza,Arizona,3.7,2025-10-24
2024-01-13,Influenza,Arkansas,5.1,2025-10-24
2024-01-13,Influenza,California,2.0,2025-10-24
2024-01-13,Influenza,Colorado,3.3,2025-10-24
2024-01-13,Influenza,Connecticut,2.3,2025-10-24
2024-01-13,Influenza,Delaware,3.4,2025-10-24
2024-01-13,Influenza,District of Columbia,2.9,2025-10-24
2024-01-13,Influenza,Florida,3.7,2025-10-24
2024-01-13,Influenza,Georgia,3.9,2025-10-24
2024-01-13,Influenza,Hawaii,2.6,2025-10-24
2024-01-13,Influenza,Idaho,2.5,2025-10-24
2024-01-13,Influenza,Illinois,2.8,2025-10-24
2024-01-13,Influenza,Indiana,3.6,2025-10-24
2024-01-13,Influenza,Iowa,3.4,2025-10-24
2024-01-13,Influenza,Kansas,2.2,2025-10-24
2024-01-13,Influenza,Kentucky,4.3,2025-10-24
2024-01-13,Influenza,Louisiana,4.9,2025-10-24
2024-01-13,Influenza,Maine,2.4,2025-10-24
2024-01-13,Influenza,Maryland,3.1,2025-10-24
2024-01-13,Influenza,Massachusetts,3.0,2025-10-24
2024-01-13,Influenza,Michigan,2.3,2025-10-24
2024-01-13,Influenza,Minnesota,3.4,2025-10-24
2024-01-13,Influenza,Mississippi,5.4,2025-10-24
2024-01-13,Influenza,Montana,7.0,2025-10-24
2024-01-13,Influenza,United States,3.5,2025-10-24
2024-01-13,Influenza,Nebraska,1.7,2025-10-24
2024-01-13,Influenza,Nevada,3.0,2025-10-24
2024-01-13,Influenza,New Hampshire,2.6,2025-10-24
2024-01-13,Influenza,New Jersey,3.5,2025-10-24
2024-01-13,Influenza,New Mexico,4.7,2025-10-24
2024-01-13,Influenza,New York,2.8,2025-10-24
2024-01-13,Influenza,North Carolina,6.1,2025-10-24
2024-01-13,Influenza,North Dakota,2.7,2025-10-24
2024-01-13,Influenza,Ohio,3.0,2025-10-24
2024-01-13,Influenza,Oklahoma,3.0,2025-10-24
2024-01-13,Influenza,Oregon,1.8,2025-10-24
2024-01-13,Influenza,Pennsylvania,2.7,2025-10-24
2024-01-13,Influenza,Rhode Island,2.7,2025-10-24
2024-01-13,Influenza,South Carolina,4.5,2025-10-24
2024-01-13,Influenza,Tennessee,5.8,2025-10-24
2024-01-13,Influenza,Texas,4.5,2025-10-24
2024-01-13,Influenza,Utah,4.5,2025-10-24
2024-01-13,Influenza,Vermont,2.8,2025-10-24
2024-01-13,Influenza,Virginia,3.8,2025-10-24
2024-01-13,Influenza,Washington,1.9,2025-10-24
2024-01-13,Influenza,West Virginia,4.2,2025-10-24
2024-01-13,Influenza,Wisconsin,3.2,2025-10-24
2024-01-13,Influenza,Wyoming,4.5,2025-10-24
2024-01-13,RSV,Alabama,0.3,2025-10-24
2024-01-13,RSV,Alaska,1.1,2025-10-24
2024-01-13,RSV,Arizona,0.7,2025-10-24
2024-01-13,RSV,Arkansas,0.9,2025-10-24
2024-01-13,RSV,California,0.6,2025-10-24
2024-01-13,RSV,Colorado,0.9,2025-10-24
2024-01-13,RSV,Connecticut,0.3,2025-10-24
2024-01-13,RSV,Delaware,0.4,2025-10-24
2024-01-13,RSV,District of Columbia,0.5,2025-10-24
2024-01-13,RSV,Florida,0.3,2025-10-24
2024-01-13,RSV,Georgia,0.2,2025-10-24
2024-01-13,RSV,Hawaii,0.5,2025-10-24
2024-01-13,RSV,Idaho,0.9,2025-10-24
2024-01-13,RSV,Illinois,0.9,2025-10-24
2024-01-13,RSV,Indiana,0.7,2025-10-24
2024-01-13,RSV,Iowa,2.0,2025-10-24
2024-01-13,RSV,Kansas,1.1,2025-10-24
2024-01-13,RSV,Kentucky,0.9,2025-10-24
2024-01-13,RSV,Louisiana,0.2,2025-10-24
2024-01-13,RSV,Maine,0.7,2025-10-24
2024-01-13,RSV,Maryland,0.5,2025-10-24
2024-01-13,RSV,Massachusetts,0.5,2025-10-24
2024-01-13,RSV,Michigan,0.9,2025-10-24
2024-01-13,RSV,Minnesota,1.4,2025-10-24
2024-01-13,RSV,Mississippi,0.3,2025-10-24
2024-01-13,RSV,Montana,0.7,2025-10-24
2024-01-13,RSV,United States,0.6,2025-10-24
2024-01-13,RSV,Nebraska,0.6,2025-10-24
2024-01-13,RSV,Nevada,0.8,2025-10-24
2024-01-13,RSV,New Hampshire,0.6,2025-10-24
2024-01-13,RSV,New Jersey,0.3,2025-10-24
2024-01-13,RSV,New Mexico,1.5,2025-10-24
2024-01-13,RSV,New York,0.4,2025-10-24
2024-01-13,RSV,North Carolina,0.7,2025-10-24
2024-01-13,RSV,North Dakota,0.7,2025-10-24
2024-01-13,RSV,Ohio,0.5,2025-10-24
2024-01-13,RSV,Oklahoma,1.1,2025-10-24
2024-01-13,RSV,Oregon,1.0,2025-10-24
2024-01-13,RSV,Pennsylvania,0.6,2025-10-24
2024-01-13,RSV,Rhode Island,0.4,2025-10-24
2024-01-13,RSV,South Carolina,0.4,2025-10-24
2024-01-13,RSV,Tennessee,0.5,2025-10-24
2024-01-13,RSV,Texas,0.4,2025-10-24
2024-01-13,RSV,Utah,1.3,2025-10-24
2024-01-13,RSV,Vermont,1.7,2025-10-24
2024-01-13,RSV,Virginia,0.3,2025-10-24
2024-01-13,RSV,Washington,1.0,2025-10-24
2024-01-13,RSV,West Virginia,1.8,2025-10-24
2024-01-13,RSV,Wisconsin,1.3,2025-10-24
2024-01-13,RSV,Wyoming,0.7,2025-10-24
2024-01-20,COVID-19,Alabama,2.7,2025-10-24
2024-01-20,COVID-19,Alaska,3.8,2025-10-24
2024-01-20,COVID-19,Arizona,2.2,2025-10-24
2024-01-20,COVID-19,Arkansas,2.0,2025-10-24
2024-01-20,COVID-19,California,2.0,2025-10-24
2024-01-20,COVID-19,Colorado,1.6,2025-10-24
2024-01-20,COVID-19,Connecticut,2.9,2025-10-24
2024-01-20,COVID-19,Delaware,2.6,2025-10-24
2024-01-20,COVID-19,District of Columbia,2.6,2025-10-24
2024-01-20,COVID-19,Florida,2.6,2025-10-24
2024-01-20,COVID-19,Georgia,2.0,2025-10-24
2024-01-20,COVID-19,Hawaii,2.4,2025-10-24
2024-01-20,COVID-19,Idaho,1.9,2025-10-24
2024-01-20,COVID-19,Illinois,2.3,2025-10-24
2024-01-20,COVID-19,Indiana,2.0,2025-10-24
2024-01-20,COVID-19,Iowa,2.2,2025-10-24
2024-01-20,COVID-19,Kansas,1.9,2025-10-24
2024-01-20,COVID-19,Kentucky,2.3,2025-10-24
2024-01-20,COVID-19,Louisiana,2.8,2025-10-24
2024-01-20,COVID-19,Maine,2.3,2025-10-24
2024-01-20,COVID-19,Maryland,2.5,2025-10-24
2024-01-20,COVID-19,Massachusetts,2.9,2025-10-24
2024-01-20,COVID-19,Michigan,2.3,2025-10-24
2024-01-20,COVID-19,Minnesota,2.6,2025-10-24
2024-01-20,COVID-19,Mississippi,2.4,2025-10-24
2024-01-20,COVID-19,Montana,1.8,2025-10-24
2024-01-20,COVID-19,United States,2.3,2025-10-24
2024-01-20,COVID-19,Nebraska,1.7,2025-10-24
2024-01-20,COVID-19,Nevada,1.4,2025-10-24
2024-01-20,COVID-19,New Hampshire,2.2,2025-10-24
2024-01-20,COVID-19,New Jersey,2.8,2025-10-24
2024-01-20,COVID-19,New Mexico,1.7,2025-10-24
2024-01-20,COVID-19,New York,2.3,2025-10-24
2024-01-20,COVID-19,North Carolina,2.9,2025-10-24
2024-01-20,COVID-19,North Dakota,1.8,2025-10-24
2024-01-20,COVID-19,Ohio,2.0,2025-10-24
2024-01-20,COVID-19,Oklahoma,1.9,2025-10-24
2024-01-20,COVID-19,Oregon,1.9,2025-10-24
2024-01-20,COVID-19,Pennsylvania,2.1,2025-10-24
2024-01-20,COVID-19,Rhode Island,2.5,2025-10-24
2024-01-20,COVID-19,South Carolina,2.8,2025-10-24
2024-01-20,COVID-19,Tennessee,2.0,2025-10-24
2024-01-20,COVID-19,Texas,2.4,2025-10-24
2024-01-20,COVID-19,Utah,1.9,2025-10-24
2024-01-20,COVID-19,Vermont,2.5,2025-10-24
2024-01-20,COVID-19,Virginia,2.6,2025-10-24
2024-01-20,COVID-19,Washington,2.3,2025-10-24
2024-01-20,COVID-19,West Virginia,2.7,2025-10-24
2024-01-20,COVID-19,Wisconsin,2.1,2025-10-24
2024-01-20,COVID-19,Wyoming,2.1,2025-10-24
2024-01-20,Influenza,Alabama,5.1,2025-10-24
2024-01-20,Influenza,Alaska,1.5,2025-10-24
2024-01-20,Influenza,Arizona,3.5,2025-10-24
2024-01-20,Influenza,Arkansas,6.3,2025-10-24
2024-01-20,Influenza,California,2.0,2025-10-24
2024-01-20,Influenza,Colorado,3.1,2025-10-24
2024-01-20,Influenza,Connecticut,2.1,2025-10-24
2024-01-20,Influenza,Delaware,3.0,2025-10-24
2024-01-20,Influenza,District of Columbia,2.4,2025-10-24
2024-01-20,Influenza,Florida,3.4,2025-10-24
2024-01-20,Influenza,Georgia,3.6,2025-10-24
2024-01-20,Influenza,Hawaii,2.7,2025-10-24
2024-01-20,Influenza,Idaho,2.2,2025-10-24
2024-01-20,Influenza,Illinois,2.5,2025-10-24
2024-01-20,Influenza,Indiana,3.9,2025-10-24
2024-01-20,Influenza,Iowa,2.9,2025-10-24
2024-01-20,Influenza,Kansas,2.0,2025-10-24
2024-01-20,Influenza,Kentucky,4.9,2025-10-24
2024-01-20,Influenza,Louisiana,3.9,2025-10-24
2024-01-20,Influenza,Maine,2.4,2025-10-24
2024-01-20,Influenza,Maryland,2.7,2025-10-24
2024-01-20,Influenza,Massachusetts,2.4,2025-10-24
2024-01-20,Influenza,Michigan,2.2,2025-10-24
2024-01-20,Influenza,Minnesota,3.5,2025-10-24
2024-01-20,Influenza,Mississippi,4.7,2025-10-24
2024-01-20,Influenza,Montana,5.1,2025-10-24
2024-01-20,Influenza,United States,3.3,2025-10-24
2024-01-20,Influenza,Nebraska,1.4,2025-10-24
2024-01-20,Influenza,Nevada,2.4,2025-10-24
2024-01-20,Influenza,New Hampshire,2.4,2025-10-24
2024-01-20,Influenza,New Jersey,3.0,2025-10-24
2024-01-20,Influenza,New Mexico,4.3,2025-10-24
2024-01-20,Influenza,New York,2.6,2025-10-24
2024-01-20,Influenza,North Carolina,4.8,2025-10-24
2024-01-20,Influenza,North Dakota,3.0,2025-10-24
2024-01-20,Influenza,Ohio,3.4,2025-10-24
2024-01-20,Influenza,Oklahoma,4.1,2025-10-24
2024-01-20,Influenza,Oregon,1.4,2025-10-24
2024-01-20,Influenza,Pennsylvania,2.5,2025-10-24
2024-01-20,Influenza,Rhode Island,2.4,2025-10-24
2024-01-20,Influenza,South Carolina,3.8,2025-10-24
2024-01-20,Influenza,Tennessee,5.1,2025-10-24
2024-01-20,Influenza,Texas,5.2,2025-10-24
2024-01-20,Influenza,Utah,3.8,2025-10-24
2024-01-20,Influenza,Vermont,2.4,2025-10-24
2024-01-20,Influenza,Virginia,3.2,2025-10-24
2024-01-20,Influenza,Washington,1.8,2025-10-24
2024-01-20,Influenza,West Virginia,4.6,2025-10-24
2024-01-20,Influenza,Wisconsin,2.5,2025-10-24
2024-01-20,Influenza,Wyoming,4.5,2025-10-24
2024-01-20,RSV,Alabama,0.3,2025-10-24
2024-01-20,RSV,Alaska,1.0,2025-10-24
2024-01-20,RSV,Arizona,0.7,2025-10-24
2024-01-20,RSV,Arkansas,0.8,2025-10-24
2024-01-20,RSV,California,0.5,2025-10-24
2024-01-20,RSV,Colorado,0.7,2025-10-24
2024-01-20,RSV,Connecticut,0.2,2025-10-24
2024-01-20,RSV,Delaware,0.5,2025-10-24
2024-01-20,RSV,District of Columbia,0.2,2025-10-24
2024-01-20,RSV,Florida,0.2,2025-10-24
2024-01-20,RSV,Georgia,0.1,2025-10-24
2024-01-20,RSV,Hawaii,0.3,2025-10-24
2024-01-20,RSV,Idaho,1.0,2025-10-24
2024-01-20,RSV,Illinois,0.7,2025-10-24
2024-01-20,RSV,Indiana,0.5,2025-10-24
2024-01-20,RSV,Iowa,1.4,2025-10-24
2024-01-20,RSV,Kansas,0.7,2025-10-24
2024-01-20,RSV,Kentucky,0.7,2025-10-24
2024-01-20,RSV,Louisiana,0.2,2025-10-24
2024-01-20,RSV,Maine,0.5,2025-10-24
2024-01-20,RSV,Maryland,0.3,2025-10-24
2024-01-20,RSV,Massachusetts,0.4,2025-10-24
2024-01-20,RSV,Michigan,0.6,2025-10-24
2024-01-20,RSV,Minnesota,1.5,2025-10-24
2024-01-20,RSV,Mississippi,0.2,2025-10-24
2024-01-20,RSV,Montana,0.7,2025-10-24
2024-01-20,RSV,United States,0.5,2025-10-24
2024-01-20,RSV,Nebraska,0.5,2025-10-24
2024-01-20,RSV,Nevada,0.6,2025-10-24
2024-01-20,RSV,New Hampshire,0.5,2025-10-24
2024-01-20,RSV,New Jersey,0.3,2025-10-24
2024-01-20,RSV,New Mexico,1.3,2025-10-24
2024-01-20,RSV,New York,0.4,2025-10-24
2024-01-20,RSV,North Carolina,0.5,2025-10-24
2024-01-20,RSV,North Dakota,0.9,2025-10-24
2024-01-20,RSV,Ohio,0.5,2025-10-24
2024-01-20,RSV,Oklahoma,0.7,2025-10-24
2024-01-20,RSV,Oregon,0.6,2025-10-24
2024-01-20,RSV,Pennsylvania,0.5,2025-10-24
2024-01-20,RSV,Rhode Island,0.2,2025-10-24
2024-01-20,RSV,South Carolina,0.3,2025-10-24
2024-01-20,RSV,Tennessee,0.5,2025-10-24
2024-01-20,RSV,Texas,0.3,2025-10-24
2024-01-20,RSV,Utah,1.3,2025-10-24
2024-01-20,RSV,Vermont,1.2,2025-10-24
2024-01-20,RSV,Virginia,0.3,2025-10-24
2024-01-20,RSV,Washington,0.7,2025-10-24
2024-01-20,RSV,West Virginia,1.6,2025-10-24
2024-01-20,RSV,Wisconsin,1.0,2025-10-24
2024-01-20,RSV,Wyoming,0.8,2025-10-24
2024-01-27,COVID-19,Alabama,2.7,2025-10-24
2024-01-27,COVID-19,Alaska,4.0,2025-10-24
2024-01-27,COVID-19,Arizona,2.0,2025-10-24
2024-01-27,COVID-19,Arkansas,1.8,2025-10-24
2024-01-27,COVID-19,California,1.6,2025-10-24
2024-01-27,COVID-19,Colorado,1.3,2025-10-24
2024-01-27,COVID-19,Connecticut,2.6,2025-10-24
2024-01-27,COVID-19,Delaware,2.0,2025-10-24
2024-01-27,COVID-19,District of Columbia,1.9,2025-10-24
2024-01-27,COVID-19,Florida,2.6,2025-10-24
2024-01-27,COVID-19,Georgia,2.1,2025-10-24
2024-01-27,COVID-19,Hawaii,2.6,2025-10-24
2024-01-27,COVID-19,Idaho,1.5,2025-10-24
2024-01-27,COVID-19,Illinois,1.8,2025-10-24
2024-01-27,COVID-19,Indiana,1.5,2025-10-24
2024-01-27,COVID-19,Iowa,1.7,2025-10-24
2024-01-27,COVID-19,Kansas,1.5,2025-10-24
2024-01-27,COVID-19,Kentucky,2.0,2025-10-24
2024-01-27,COVID-19,Louisiana,2.6,2025-10-24
2024-01-27,COVID-19,Maine,2.1,2025-10-24
2024-01-27,COVID-19,Maryland,1.9,2025-10-24
2024-01-27,COVID-19,Massachusetts,2.4,2025-10-24
2024-01-27,COVID-19,Michigan,1.9,2025-10-24
2024-01-27,COVID-19,Minnesota,2.2,2025-10-24
2024-01-27,COVID-19,Mississippi,2.4,2025-10-24
2024-01-27,COVID-19,Montana,1.5,2025-10-24
2024-01-27,COVID-19,United States,2.1,2025-10-24
2024-01-27,COVID-19,Nebraska,1.2,2025-10-24
2024-01-27,COVID-19,Nevada,1.2,2025-10-24
2024-01-27,COVID-19,New Hampshire,1.9,2025-10-24
2024-01-27,COVID-19,New Jersey,2.2,2025-10-24
2024-01-27,COVID-19,New Mexico,1.9,2025-10-24
2024-01-27,COVID-19,New York,1.9,2025-10-24
2024-01-27,COVID-19,North Carolina,3.1,2025-10-24
2024-01-27,COVID-19,North Dakota,1.4,2025-10-24
2024-01-27,COVID-19,Ohio,1.7,2025-10-24
2024-01-27,COVID-19,Oklahoma,1.7,2025-10-24
2024-01-27,COVID-19,Oregon,1.6,2025-10-24
2024-01-27,COVID-19,Pennsylvania,1.8,2025-10-24
2024-01-27,COVID-19,Rhode Island,2.2,2025-10-24
2024-01-27,COVID-19,South Carolina,3.1,2025-10-24
2024-01-27,COVID-19,Tennessee,1.5,2025-10-24
2024-01-27,COVID-19,Texas,2.7,2025-10-24
2024-01-27,COVID-19,Utah,1.7,2025-10-24
2024-01-27,COVID-19,Vermont,2.1,2025-10-24
2024-01-27,COVID-19,Virginia,2.4,2025-10-24
2024-01-27,COVID-19,Washington,2.5,2025-10-24
2024-01-27,COVID-19,West Virginia,1.8,2025-10-24
2024-01-27,COVID-19,Wisconsin,2.1,2025-10-24
2024-01-27,COVID-19,Wyoming,1.7,2025-10-24
2024-01-27,Influenza,Alabama,4.1,2025-10-24
2024-01-27,Influenza,Alaska,2.0,2025-10-24
2024-01-27,Influenza,Arizona,3.2,2025-10-24
2024-01-27,Influenza,Arkansas,6.9,2025-10-24
2024-01-27,Influenza,California,1.5,2025-10-24
2024-01-27,Influenza,Colorado,3.0,2025-10-24
2024-01-27,Influenza,Connecticut,2.3,2025-10-24
2024-01-27,Influenza,Delaware,2.6,2025-10-24
2024-01-27,Influenza,District of Columbia,1.6,2025-10-24
2024-01-27,Influenza,Florida,3.3,2025-10-24
2024-01-27,Influenza,Georgia,3.7,2025-10-24
2024-01-27,Influenza,Hawaii,1.9,2025-10-24
2024-01-27,Influenza,Idaho,2.0,2025-10-24
2024-01-27,Influenza,Illinois,2.4,2025-10-24
2024-01-27,Influenza,Indiana,4.4,2025-10-24
2024-01-27,Influenza,Iowa,3.2,2025-10-24
2024-01-27,Influenza,Kansas,2.4,2025-10-24
2024-01-27,Influenza,Kentucky,4.8,2025-10-24
2024-01-27,Influenza,Louisiana,3.4,2025-10-24
2024-01-27,Influenza,Maine,2.3,2025-10-24
2024-01-27,Influenza,Maryland,2.2,2025-10-24
2024-01-27,Influenza,Massachusetts,2.7,2025-10-24
2024-01-27,Influenza,Michigan,2.6,2025-10-24
2024-01-27,Influenza,Minnesota,3.7,2025-10-24
2024-01-27,Influenza,Mississippi,3.4,2025-10-24
2024-01-27,Influenza,Montana,4.9,2025-10-24
2024-01-27,Influenza,United States,3.3,2025-10-24
2024-01-27,Influenza,Nebraska,1.7,2025-10-24
2024-01-27,Influenza,Nevada,2.2,2025-10-24
2024-01-27,Influenza,New Hampshire,2.3,2025-10-24
2024-01-27,Influenza,New Jersey,2.8,2025-10-24
2024-01-27,Influenza,New Mexico,4.5,2025-10-24
2024-01-27,Influenza,New York,2.6,2025-10-24
2024-01-27,Influenza,North Carolina,4.8,2025-10-24
2024-01-27,Influenza,North Dakota,2.7,2025-10-24
2024-01-27,Influenza,Ohio,3.9,2025-10-24
2024-01-27,Influenza,Oklahoma,4.7,2025-10-24
2024-01-27,Influenza,Oregon,1.3,2025-10-24
2024-01-27,Influenza,Pennsylvania,2.4,2025-10-24
2024-01-27,Influenza,Rhode Island,2.4,2025-10-24
2024-01-27,Influenza,South Carolina,3.9,2025-10-24
2024-01-27,Influenza,Tennessee,3.2,2025-10-24
2024-01-27,Influenza,Texas,6.6,2025-10-24
2024-01-27,Influenza,Utah,3.2,2025-10-24
2024-01-27,Influenza,Vermont,2.2,2025-10-24
2024-01-27,Influenza,Virginia,3.2,2025-10-24
2024-01-27,Influenza,Washington,1.9,2025-10-24
2024-01-27,Influenza,West Virginia,4.1,2025-10-24
2024-01-27,Influenza,Wisconsin,2.8,2025-10-24
2024-01-27,Influenza,Wyoming,4.5,2025-10-24
2024-01-27,RSV,Alabama,0.3,2025-10-24
2024-01-27,RSV,Alaska,0.7,2025-10-24
2024-01-27,RSV,Arizona,0.7,2025-10-24
2024-01-27,RSV,Arkansas,0.5,2025-10-24
2024-01-27,RSV,California,0.5,2025-10-24
2024-01-27,RSV,Colorado,0.6,2025-10-24
2024-01-27,RSV,Connecticut,0.1,2025-10-24
2024-01-27,RSV,Delaware,0.3,2025-10-24
2024-01-27,RSV,District of Columbia,0.2,2025-10-24
2024-01-27,RSV,Florida,0.2,2025-10-24
2024-01-27,RSV,Georgia,0.1,2025-10-24
2024-01-27,RSV,Hawaii,0.3,2025-10-24
2024-01-27,RSV,Idaho,1.0,2025-10-24
2024-01-27,RSV,Illinois,0.5,2025-10-24
2024-01-27,RSV,Indiana,0.4,2025-10-24
2024-01-27,RSV,Iowa,1.2,2025-10-24
2024-01-27,RSV,Kansas,0.7,2025-10-24
2024-01-27,RSV,Kentucky,0.5,2025-10-24
2024-01-27,RSV,Louisiana,0.1,2025-10-24
2024-01-27,RSV,Maine,0.4,2025-10-24
2024-01-27,RSV,Maryland,0.2,2025-10-24
2024-01-27,RSV,Massachusetts,0.3,2025-10-24
2024-01-27,RSV,Michigan,0.5,2025-10-24
2024-01-27,RSV,Minnesota,1.2,2025-10-24
2024-01-27,RSV,Mississippi,0.1,2025-10-24
2024-01-27,RSV,Montana,0.7,2025-10-24
2024-01-27,RSV,United States,0.4,2025-10-24
2024-01-27,RSV,Nebraska,0.5,2025-10-24
2024-01-27,RSV,Nevada,0.5,2025-10-24
2024-01-27,RSV,New Hampshire,0.6,2025-10-24
2024-01-27,RSV,New Jersey,0.2,2025-10-24
2024-01-27,RSV,New Mexico,1.2,2025-10-24
2024-01-27,RSV,New York,0.3,2025-10-24
